INPUT:hyponym	INPUT:hypernym	INPUT:genitive	OUTPUT:judgement	CONFIDENCE:judgement
организация	средства_организации_масс	средств_организаций_масс	false	99.12%
организация	строение	строения	true	96.48%
организация	субъект	субъекта	true	91.05%
организация	сфера	сферы	false	54.52%
организация	сформирование	сформирования	false	96.89%
организация	упорядоченность	упорядоченности	true	99.99%
организация	установление	установления	false	87.82%
организация	учредительство	учредительства	false	96.08%
организация	учреждение	учреждения	true	99.72%
организация	функция	функции	false	61.16%
основа	антагонизм[	антагонизм[	false	99.96%
основа	значения_семьи	значений_семей	false	99.97%
основа	нанобумагу	нанобумаги	false	87.99%
основа	наука	науки	false	99.96%
основа	общий_принцип	общего_принципа	false	80.94%
основа	основные_приниципы	основных_приниципы	false	81.83%
основа	подобного_значения_семьи	подобного_значений_семей	false	99.67%
основа	положение,_тезис	положения,_тезиса	false	91.10%
основа	понятие	понятия	true	90.89%
основа	предмет	предмета	false	52.57%
основа	препятствие	препятствия	false	94.58%
основа	принцип	принципа	false	80.21%
основа	приправа	приправы	false	96.45%
основа	рунескриптах	рунескриптов	false	99.99%
основа	свойство	свойства	false	99.95%
основа	собственность	собственности	false	98.47%
основа	совокупность	совокупности	false	99.20%
основа	специя	специи	false	99.54%
основа	тезис	тезиса	false	88.54%
основа	устой	устоя	false	62.77%
основа	человеческой_жизнедеятельности	человеческой_жизнедеятельностей	false	51.99%
основа	шерсть	шерсти	false	54.52%
основа	• учитывай	• учитывающего	false	99.93%
основание	алюмогидриды	алюмогидридов	false	99.99%
основание	борогидриды	борогидридов	false	99.95%
основание	вещество	вещества	false	98.57%
основание	гидроизоляционный_материал	гидроизоляционного_материала	false	99.77%
основание	гидрооксид	гидрооксида	false	99.99%
основание	грань	грани	false	99.78%
основание	дело	дела	false	99.99%
основание	женщины	женщин	false	99.81%
основание	жестокость	жестокости	false	99.99%
основание	знаменательного_события	знаменательного_событий	false	99.99%
основание	момент	момента	false	99.48%
основание	нововведение	нововведения	false	63.64%
основание	обстоятельство,_фактор	обстоятельства,_фактора	false	98.09%
основание	опора	опоры	true	83.48%
основание	основа	основы	true	99.75%
основание	плоскость	плоскости	true	99.91%
основание	предпосылка	предпосылки	false	71.54%
основание	причина	причины	false	59.93%
основание	проблема	проблемы	false	91.74%
основание	событие	события	false	98.67%
основание	сопутствующее_обстоятельство	сопутствующего_обстоятельства	false	99.80%
основание	составляющая	составляющей	false	50.66%
основание	существенное_обстоятельство	существенного_обстоятельства	true	61.71%
основание	требований_о_вере	требований_о_веры	false	99.51%
основание	факт	факта	false	99.43%
основание	хмурые_мужчины	хмурых_мужчин	false	99.99%
основание	шведских_подвигах	шведских_подвигов	false	99.93%
основание	элемент	элемента	false	99.19%
основание	элементов	элементов	false	99.99%
ответ	важнейшие_функции	важнейших_функций	false	51.99%
ответ	вектор	вектора	false	99.95%
ответ	выражения_неуверенности	выражений_неуверенностей	false	99.20%
ответ	движение	движения	false	99.99%
ответ	действие	действия	true	76.98%
ответ	дело	дела	false	96.20%
ответ	деяние	деяния	true	80.61%
ответ	лапесский, —	лапесский, —	false	99.99%
ответ	мелочь	мелочи	false	99.99%
ответ	механизм	механизма	false	98.90%
ответ	образ_действий	образа_действий	false	77.07%
ответ	обычные_блоки_текста	обычных_блоков_текста	true	97.58%
ответ	осторожных_людей	осторожных_людей	false	99.99%
ответ	ответить	ответившего	false	99.99%
ответ	ответственность	ответственности	false	99.99%
ответ	отказ	отказа	false	98.94%
ответ	оценка	оценки	false	97.62%
ответ	подобной_чепухи	подобной_чепухи	false	98.47%
ответ	пожелание	пожелания	false	90.01%
ответ	поступать	поступающего	false	99.85%
ответ	поступить	поступившего	false	99.85%
ответ	поступок_человека	поступка_человека	false	72.08%
ответ	приветствие	приветствия	true	92.26%
ответ	рассказ	рассказа	true	80.53%
ответ	результат	результата	true	80.82%
ответ	реплика	реплики	true	91.60%
ответ	решение	решения	true	98.64%
ответ	слово	слова	false	64.57%
ответ	формулировка	формулировки	true	99.99%
ответ	фраза	фразы	true	99.97%
ответ	шаг	шага	false	99.79%
ответ	— костакин	— костакина	false	99.98%
отец	бурное_проявление_восторга	бурного_проявления_восторга	false	99.99%
отец	взрослый	взрослого	true	99.93%
отец	господь	господа	true	98.96%
отец	женщина	женщины	false	99.95%
отец	жрец	жреца	false	71.61%
отец	коллега	коллеги	true	99.78%
отец	людей, люди	людей	true	99.99%
отец	муж	мужа	true	99.99%
отец	обращение_к_мужчине	обращения_к_мужчины	true	78.44%
отец	поколение	поколения	true	99.99%
отец	прародитель	прародителя	true	99.99%
отец	проявление_восторга	проявления_восторга	false	99.99%
отец	родительский	родительского	true	99.99%
отец	родительство	родительства	true	99.99%
отец	родитель	родителя	true	99.99%
отец	родоначальник	родоначальника	true	99.99%
отец	родственник-мужчина	родственника-мужчины	true	99.99%
отец	родственников	родственников	true	99.99%
отец	самец	самца	true	99.94%
отец	христианский_священнослужитель	христианского_священнослужителя	true	99.99%
отец	чело­век	чело­века	true	99.99%
отец	человек, —	человек, —	true	99.99%
отец	человек —	человек —	true	99.99%
отец	человек	человека	true	99.99%
отец	членов_семьи, члены_семьи	членов_семей	true	99.99%
отношение	акт	акта	true	92.26%
отношение	аспектно-ориентированное_программирование	аспектно-ориентированного_программирования	false	68.31%
отношение	аттестация	аттестации	false	99.99%
отношение	аттестовать	аттестовавшего	false	99.91%
отношение	боеприпас	боеприпаса	false	54.52%
отношение	геополитических_реалиях_современности	геополитических_реалий_современностей	false	56.83%
отношение	дело	дела	false	99.99%
отношение	деление	деления	false	99.79%
отношение	живом_деле	живого_дела	false	99.23%
отношение	именно	именно	false	99.98%
отношение	ментальный_объект	ментального_объекта	false	92.93%
отношение	объект	объекта	false	71.46%
отношение	оценивание	оценивания	false	96.46%
отношение	оценить,_дать_оценку	оценившего,_давшего_оценки	false	71.46%
отношение	оценка	оценки	false	96.75%
отношение	предмет	предмета	false	99.98%
отношение	причастность	причастности	true	95.82%
отношение	простым_фактом	простых_факта	false	99.63%
отношение	с_виду_частные_сферы	с_вида_частных_сфер	false	99.99%
отношение	связь	связи	true	99.17%
отношение	совместная_деятельность	совместной_деятельности	false	85.31%
отношение	требование	требования	true	64.40%
отношение	факт	факта	false	97.52%
отношение	фактор	фактора	false	65.35%
отношение	характер	характера	false	96.07%
отношение	элемент	элемента	false	99.98%
оценка	антиревизионистских	антиревизионистских	false	99.73%
оценка	величина	величины	true	72.54%
оценка	выражение	выражения	true	64.40%
оценка	высказывание	высказывания	true	99.93%
оценка	выяснение	выяснения	true	52.56%
оценка	выяснить	выяснившего	false	98.67%
оценка	действительное[	действительное[	false	99.99%
оценка	деятельности_человека	деятельностей_человека	false	99.26%
оценка	единица	единицы	false	99.62%
оценка	инструментов_арт-рынка	инструментов_арт-рынки	false	99.25%
оценка	когнитивным_действиям	когнитивных_действий	false	73.51%
оценка	компонент	компонента	false	99.92%
оценка	мнение	мнения	true	99.86%
оценка	назначение	назначения	false	99.44%
оценка	обозначение	обозначения	true	95.49%
оценка	определить,_выяснить	определившего,_выяснившего	true	86.31%
оценка	помощь	помощи	false	97.60%
оценка	умеренный_стресс	умеренного_стресса	false	99.97%
оценка	установление	установления	false	91.07%
оценка	утверждение	утверждения	true	99.98%
оценка	учреждение	учреждения	true	59.50%
оценка	элементы_правопонимания	элементов_правопониманий	true	88.32%
оценка	энергии	энергий	false	99.27%
очередь	группа_людей	группы_людей	true	97.72%
очередь	довод	довода	false	99.95%
очередь	капитана_хи_ронх-да	капитана_хи_ронх-да	false	99.98%
очередь	количество	количества	false	97.16%
очередь	массив	массива	false	99.89%
очередь	местах	мест	true	61.36%
очередь	место	места	false	60.70%
очередь	нализерро	нализерро	false	99.97%
очередь	наука	науки	false	99.98%
очередь	обстоятельства	обстоятельств	false	99.89%
очередь	обстоятельство	обстоятельства	false	99.85%
очередь	подобным_движениям	подобных_движений	false	99.89%
очередь	положение	положения	true	59.26%
очередь	порядок	порядка	true	99.72%
очередь	последовательность	последовательности	true	99.99%
очередь	ролевой	ролевого	false	99.98%
очередь	роль,_положение,_место	роли,_положения,_места	false	50.93%
очередь	совокупность	совокупности	true	99.46%
очередь	сторона	стороны	false	98.97%
очередь	структура_данных	структуры_данных	false	94.16%
очередь	цепь	цепи	false	86.37%
очередь	часть	части	false	99.48%
палец	в_виде_стержня	в_вида_стержня	false	86.99%
палец	гипогликемия_комплексом_симптомов	гипогликемии_комплекса_симптомов	false	99.85%
палец	задепонирована	задепонированной	false	99.99%
палец	замечательный	замечательного	false	99.98%
палец	ненужный_орган	ненужного_органа	false	99.98%
палец	органов_чувств	органов_чувств	false	99.49%
палец	половина	половины	false	99.99%
палец	предмет	предмета	false	56.74%
палец	предметами	предметов	false	99.86%
палец	пустяк	пустяка	false	99.99%
палец	редкими_камешками	редких_камешков	false	99.99%
палец	составляющая	составляющей	false	96.03%
палец	стержневой	стержневого	false	99.99%
палец	стержень_(предмет)	стержня_(предмета)	false	99.30%
палец	удлиненный_стержень	удлинённого_стержня	false	83.85%
палец	часть_тела	части_тел	true	99.99%
палец	член	члена	false	99.77%
память	аппарат	аппарата	false	85.67%
память	аппаратура	аппаратуры	false	99.00%
память	воспоминание	воспоминания	true	99.98%
память	восприимчивость	восприимчивости	false	91.80%
память	интеллектуальные_функции	интеллектуальных_функций	true	99.99%
память	консультант–клиент	консультант–клиента	false	99.99%
память	круг	круга	false	86.61%
память	машина	машины	false	99.99%
память	подарок	подарка	false	99.97%
память	предмет	предмета	false	99.55%
память	председатель	председателя	false	99.99%
память	процесс	процесса	true	98.81%
память	свойства_человека	свойств_человека	true	99.99%
память	свойство	свойства	true	66.62%
память	сокровище	сокровища	false	99.88%
память	способность	способности	true	99.99%
память	техсредство	техсредства	false	99.45%
память	устойчивость	устойчивости	false	98.89%
память	факт	факта	false	99.99%
память	функция	функции	true	99.89%
пара	авсdef	авсdef	false	99.99%
пара	все	всех	false	88.46%
пара	газ	газа	false	95.30%
пара	добавление	добавления	false	99.45%
пара	занятие	занятия	true	97.48%
пара	коллинеарная	коллинеарной	false	99.81%
пара	костюм	костюма	false	99.97%
пара	лошадь	лошади	false	99.97%
пара	мелочи	мелочей	false	98.33%
пара	органами_тела	органов_тел	false	99.70%
пара	отметка	отметки	false	99.17%
пара	оценка	оценки	true	99.69%
пара	подкритическое	подкритического	false	99.97%
пара	позиция	позиции	false	99.82%
пара	противоестественные_силы	противоестественных_сил	false	99.97%
пара	река	реки	false	99.70%
пара	речка	речки	false	99.70%
пара	речной	речного	false	99.97%
пара	роватский	роватского	false	99.98%
пара	родственник	родственника	false	99.43%
пара	светоаппаратуру	светоаппаратуры	false	99.83%
пара	совершенными_органами_тела	совершенных_органов_тел	false	99.99%
пара	формовыстрел	формовыстрела	false	99.99%
пара	хеликаза	хеликазы	false	99.99%
пара	целое	целого	false	99.96%
пара	цифра	цифры	true	96.69%
пара	член_предложения	члена_предложений	false	99.99%
партия	бродербонд	бродербонда	false	99.99%
партия	влиятельных_сил	влиятельных_сил	true	99.99%
партия	группа	группы	true	99.99%
партия	дебют	дебюта	false	99.99%
партия	добровольная_организация	добровольной_организации	true	99.84%
партия	звеньях_управления	звеньев_управлений	true	99.99%
партия	кайзабаду	кайзабада	false	99.99%
партия	количество	количества	false	94.81%
партия	коммунистическая_партия	коммунистической_партии	true	83.05%
партия	компартия	компартии	true	90.04%
партия	массовая_организация	массовой_организации	true	99.96%
партия	нота	ноты	false	99.85%
партия	общественные_организации, общественных_организаций	общественных_организаций	true	99.99%
партия	оппозиция	оппозиции	true	99.94%
партия	организация	организации	true	99.99%
партия	оридбургу	оридбурга	false	99.81%
партия	отряд	отряда	false	98.10%
партия	разведстраны	разведстран	false	99.98%
партия	ритуал	ритуала	false	99.71%
партия	роль	роли	false	99.92%
партия	сила	силы	false	80.60%
партия	таинство	таинства	false	99.95%
партия	учреждение	учреждения	false	93.62%
партия	формирование	формирования	false	97.88%
партия	целое	целого	false	99.74%
партия	– саймиты	– саймитов	false	99.96%
период	величина	величины	true	99.93%
период	внешность	внешности	false	99.99%
период	горных_пород	горных_пород	false	99.93%
период	группа	группы	false	98.08%
период	дать	давшего	false	99.77%
период	деталь	детали	false	99.99%
период	замечательные_достижения	замечательных_достижений	false	99.47%
период	изменение	изменения	false	95.36%
период	интервал_времени	интервала_времени	true	98.66%
период	интервальный	интервального	true	98.68%
период	круговорот	круговорота	true	59.50%
период	мелочь	мелочи	false	99.98%
период	месяц	месяца	true	99.99%
период	науке_факторов	науки_факторов	true	72.23%
период	отрезок_времени	отрезка_времени	true	99.97%
период	повторяемость	повторяемости	true	98.96%
период	поэтому	поэтому	false	99.95%
период	промежуток_времени	промежутка_времени	true	99.99%
период	растительного_покрова	растительного_покрова	false	99.96%
период	решающие_моменты	решающих_моментов	false	99.89%
период	состояние	состояния	false	97.08%
период	тогда	тогда	false	99.84%
период	только	только	false	99.89%
период	фактор	фактора	false	97.04%
песня	вокальное_произведение	вокального_произведения	true	99.99%
песня	голос_птицы	голоса_птиц	true	99.41%
песня	звуки_животного	звуков_животного	false	64.88%
песня	мелические_стихотворения	мелических_стихотворений	false	58.89%
песня	мелодия	мелодии	true	99.59%
песня	музыкальных_жанров	музыкальных_жанров	true	99.97%
песня	обдумывавшееся	обдумывавшегося	false	99.96%
песня	пение	пения	true	99.97%
песня	приманками_свободного_мира	приманок_свободного_мир	false	99.91%
песня	произведения	произведений	true	99.99%
песня	птичий_голос	птичьего_голоса	false	98.60%
песня	развлечение	развлечения	true	99.99%
песня	сочинение	сочинения	true	99.99%
песня	стихотворение	стихотворения	true	93.00%
песня	сюринкс	сюринкса	false	99.99%
песня	творчество	творчества	true	99.99%
песня	текст	текста	true	93.00%
писатель	автор	автора	true	99.61%
писатель	авторский	авторского	true	99.42%
писатель	деятель_искусства	деятеля_искусств	true	99.99%
писатель	историк	историка	false	99.82%
писатель	литератор	литератора	true	99.99%
писатель	лицо	лица	true	99.99%
писатель	люди_искусства	людей_искусств	true	98.75%
писатель	маэстро	маэстро	false	95.19%
писатель	поэт	поэта	false	68.28%
писатель	работник_искусства	работника_искусств	true	99.99%
писатель	романист	романиста	true	74.12%
писатель	россиянин	россиянина	true	99.99%
писатель	сочинитель	сочинителя	true	99.99%
писатель	творческих_работников	творческих_работников	true	99.99%
писатель	участник	участника	false	85.45%
писатель	ученый	учёного	true	99.51%
писатель	философ	философа	true	99.99%
писатель	чело­век	чело­века	true	99.99%
писатель	человек —	человек —	true	99.99%
писатель	человек	человека	true	99.99%
письмо	арабского_шрифта	арабского_шрифта	false	99.89%
письмо	египетской_скорописи	египетской_скорописей	true	99.61%
письмо	запечатление	запечатления	false	97.96%
письмо	записка	записки	true	99.99%
письмо	изображение	изображения	false	96.12%
письмо	информация	информации	true	99.99%
письмо	культурные_традиции_своих_предков	культурных_традиций_своих_предков	true	99.50%
письмо	культура	культуры	true	64.40%
письмо	манера	манеры	false	99.82%
письмо	материал	материала	false	98.57%
письмо	омнифонтовой	омнифонтовой	false	99.98%
письмо	почтовая_переписка	почтовой_переписки	true	99.93%
письмо	почта	почты	true	99.99%
письмо	преднзаначены	преднзаначенов	false	95.80%
письмо	сердженса	сердженса	false	99.98%
письмо	система	системы	false	99.96%
письмо	стиль	стиля	false	99.56%
письмо	традиции_своих_предков	традиций_своих_предков	false	52.49%
письмо	умение	умения	false	68.33%
план	бегущая_строка	бегущей_строки	true	72.54%
план	визуальную_информацию	визуальной_информации	false	80.42%
план	галлюциноген	галлюциногена	false	93.89%
план	героин	героина	false	99.95%
план	документов, документы	документов	true	98.47%
план	задумка	задумки	true	57.15%
план	замысел	замысла	true	99.93%
план	изложение	изложения	true	98.47%
план	изображение	изображения	false	62.60%
план	информация	информации	true	77.74%
план	кокаин	кокаина	true	91.50%
план	материал	материала	false	99.94%
план	место	места	true	84.35%
план	мысль	мысли	true	96.29%
план	мыслишка	мыслишки	true	96.34%
план	намерение	намерения	true	96.71%
план	перечневый	перечневого	false	95.60%
план	письменный_перечень,_список	письменного_перечня,_списка	true	99.99%
план	помысел	помысла	true	96.36%
план	порядок	порядка	true	99.99%
план	предмет	предмета	false	99.96%
план	продукцией_государства	продукции_государств	false	86.39%
план	проекция	проекции	false	98.57%
план	решение	решения	true	53.93%
план	руководство	руководства	false	61.09%
план	система	системы	true	99.99%
план	содержание	содержания	true	64.40%
план	список	списка	true	99.98%
план	трансмарш	трансмарша	false	99.99%
план	художественные_средства	художественных_средств	false	98.73%
план	чертеж	чертежа	true	99.99%
план	элементы_композиции	элементов_композиций	false	92.83%
плечо	боец	бойца	false	99.99%
плечо	бойцами	бойцов	false	99.99%
плечо	глычему	глычего	false	99.99%
плечо	деталь_одежды	детали_одежд	true	85.96%
плечо	дистанция	дистанции	false	99.95%
плечо	длина	длины	false	99.34%
плечо	места_соперника	мест_соперника	false	99.74%
плечо	неподвижной_фигуры_неизвестного_сталкера	неподвижной_фигур_неизвестного_сталкера	false	98.31%
плечо	отношение	отношения	false	99.87%
плечо	подкладка	подкладки	false	99.99%
плечо	полоска	полоски	false	84.00%
плечо	разница	разницы	false	99.98%
плечо	расстояние	расстояния	false	99.46%
плечо	часть_тела	части_тел	true	99.98%
повод	высказывание	высказывания	false	96.38%
повод	замечание	замечания	true	99.20%
повод	интрига	интриги	false	99.80%
повод	малость	малости	false	99.98%
повод	момент	момента	false	99.10%
повод	надо	надо	false	99.98%
повод	напиток	напитка	false	99.98%
повод	нужно	нужно	false	99.38%
повод	обвинение	обвинения	true	99.20%
повод	обстоятельство,_фактор	обстоятельства,_фактора	true	63.45%
повод	перекос_супергероя	перекоса_супергероя	false	99.95%
повод	предмет	предмета	false	99.99%
повод	приспособление	приспособления	false	99.91%
повод	профессиональный_перекос_супергероя	профессионального_перекоса_супергероя	false	99.99%
повод	ремешок	ремешка	true	98.91%
повод	ремень	ремня	false	74.17%
повод	сбруя	сбруи	false	99.96%
повод	сила	силы	false	98.97%
повод	случай	случая	true	99.78%
повод	сюжет, сюжете	сюжета	false	99.17%
повод	техника	техники	false	99.95%
повод	товар	товара	false	99.76%
повод	тоже	тоже	false	99.95%
повод	упряжь	упряжи	false	95.33%
повод	упряжка	упряжки	false	96.28%
повод	упрёк	упрёка	true	99.20%
повод	факт	факта	false	99.72%
повод	фактор	фактора	false	78.04%
повод	лучше	хорошего	false	99.99%
повод	часть	части	false	99.96%
позиция	ближайшим_соседям	ближайшего_соседей	false	99.98%
позиция	военная_база	военной_базы	false	68.03%
позиция	высказывание	высказывания	true	99.97%
позиция	долгожители-патриархи	долгожителей-патриархов	false	99.99%
позиция	кейтгена	кейтгены	false	99.96%
позиция	крепость	крепости	false	99.92%
позиция	местные_долгожители-патриархи	местных_долгожителей-патриархов	false	99.99%
позиция	населённый_пункт	населённого_пункта	true	99.20%
позиция	оборонительных_заграждений	оборонительных_заграждений	true	58.45%
позиция	обстоятельства	обстоятельств	false	89.91%
позиция	под­чинено	под­чинённого	false	85.37%
позиция	подвиг	подвига	false	99.99%
позиция	порядок_размещения	порядка_размещений	true	77.98%
позиция	пребывание	пребывания	false	95.78%
позиция	размещение	размещения	true	99.12%
позиция	район	района	false	99.92%
позиция	служащими_у	служащих_у	false	99.92%
позиция	точка	точки	false	66.74%
позиция	укрепление	укрепления	false	55.79%
позиция	утверждение	утверждения	true	99.97%
позиция	фактор	фактора	false	65.63%
позиция	цели	целей	true	95.15%
позиция	цель	цели	false	93.28%
позиция	элемент	элемента	false	99.55%
позиция	элементов	элементов	false	99.55%
пол	дископодобная	дископодобной	false	99.99%
пол	к_полям	к_полей	false	99.97%
пол	маленькие_слабости	маленьких_слабостей	false	99.99%
пол	нанорешетка	нанорешётки	false	99.99%
пол	негативные_эмоции	негативных_эмоций	false	99.99%
пол	по­красили	по­красилей	false	99.99%
пол	подсвечник —	подсвечник —	false	99.98%
пол	покрытие	покрытия	false	56.82%
пол	понятие	понятия	false	99.86%
пол	признак	признака	true	65.84%
пол	приписать	приписавшего	false	99.99%
пол	приписка	приписки	false	99.99%
пол	приписывание	приписывания	false	99.60%
пол	приписывать	приписывающего	false	99.91%
пол	причислить,_приписать	причислившего,_приписавшего	false	99.97%
пол	пятимерного_импульса	пятимерного_импульса	false	99.84%
пол	ряд	ряда	false	99.65%
пол	теплопроводящий	теплопроводящего	false	96.04%
пол	факторов, факторы	факторов	false	53.54%
пол	ячейка	ячейки	false	96.04%
поле	гринкипер	гринкипера	false	99.82%
поле	деятельность	деятельности	false	99.69%
поле	заграждение	заграждения	false	99.50%
поле	затемняемая	затемняемой	false	99.99%
поле	инженерными_заграждениями	инженерных_заграждений	false	99.50%
поле	край	края	true	99.40%
поле	луг	луга	true	99.92%
поле	негативные_эмоции	негативных_эмоций	false	99.99%
поле	оборудованная_площадка	оборудованной_площадки	true	86.43%
поле	паства	паствы	true	99.20%
поле	плантация	плантации	true	50.61%
поле	площадка	площадки	true	99.97%
поле	посев	посева	true	99.97%
поле	препятствие	препятствия	false	99.94%
поле	пятимерного_импульса	пятимерного_импульса	false	99.94%
поле	стороны_дороги	сторон_дорог	false	99.80%
поле	строение	строения	false	99.99%
поле	субстанция	субстанции	false	99.86%
поле	трава	травы	false	99.96%
поле	угодье	угодья	true	99.20%
политика	военная_наука	военной_науки	false	99.69%
политика	дело	дела	true	61.03%
политика	деятельность	деятельности	true	99.99%
политика	игрушка	игрушки	false	99.98%
политика	игра	игры	true	99.88%
политика	нанобезопасности	нанобезопасностей	false	99.86%
политика	нелогичные_поступки	нелогичных_поступков	false	99.99%
политика	образ	образа	false	99.99%
политика	правоверными_людьми	правоверных_людей	true	55.74%
политика	предмет	предмета	false	99.97%
политика	проблема	проблемы	false	99.99%
политика	пропаганда	пропаганды	true	98.30%
политика	профессия	профессии	true	95.21%
политика	реализация	реализации	false	95.75%
политика	религия	религии	false	99.99%
политика	род_занятий	рода_занятий	true	99.99%
политика	система	системы	true	92.64%
политика	событие	события	false	99.96%
политика	структурных_звеньев	структурных_звеньев	true	94.10%
политика	структура	структуры	true	81.54%
политика	участие	участия	false	99.83%
политика	философия	философии	true	74.12%
политика	характер	характера	false	99.99%
половина	артикуляционным_аппаратом	артикуляционного_аппарата	false	99.51%
половина	время	времени	false	62.28%
половина	долевой	долевого	true	99.98%
половина	доля_(часть)	доли_(части)	true	99.96%
половина	дольный	дольного	true	95.29%
половина	женщина	женщины	false	99.99%
половина	массовой_организации	массовой_организаций	false	99.81%
половина	мер	мер	false	84.34%
половина	мера	меры	true	99.30%
половина	момент	момента	false	99.51%
половина	основная	основной	false	72.10%
половина	различных_интерпретаций	различных_интерпретаций	false	98.47%
половина	решето	решета	false	99.99%
половина	родственник	родственника	false	99.99%
половина	родственники	родственников	false	91.35%
половина	середина,_средняя_часть	середины,_средней_части	true	99.80%
половина	составляющая	составляющей	true	99.98%
половина	средняя_часть	средней_части	false	90.80%
половина	сторона	стороны	false	99.52%
половина	структура	структуры	false	81.46%
половина	тренированным_артикуляционным_аппаратом	тренированного_артикуляционного_аппарата	false	99.98%
половина	целое	целого	false	65.78%
половина	частое_решето	частого_решета	false	99.98%
половина	человек	человека	false	99.98%
положение	акт	акта	false	99.68%
положение	аспект	аспекта	false	60.37%
положение	безделица	безделицы	false	99.98%
положение	бытность	бытности	false	94.87%
положение	воздействие	воздействия	false	97.33%
положение	действительность	действительности	false	62.64%
положение	документ	документа	true	65.97%
положение	изменение	изменения	true	65.60%
положение	лжерелигиозное	лжерелигиозного	false	99.44%
положение	мелочь	мелочи	false	99.99%
положение	место_нахождения	места_нахождений	false	89.56%
положение	местонахождение	местонахождения	false	90.80%
положение	мышление	мышления	false	98.60%
положение	нормативных_актах	нормативных_актов	true	99.97%
положение	обстоятельств	обстоятельств	false	99.99%
положение	обстоятельство	обстоятельства	false	90.56%
положение	объективными_факторами	объективных_факторов	false	90.56%
положение	паремия	паремии	false	99.99%
положение	подзаконными_актами	подзаконных_актов	false	95.88%
положение	позиция	позиции	true	96.70%
положение	пребы­вание	пребы­вания	true	94.48%
положение	пребывание	пребывания	false	95.25%
положение	предмет	предмета	false	97.72%
положение	пустяк	пустяка	false	99.99%
положение	развитие	развития	false	99.89%
положение	расположение	расположения	true	99.96%
положение	роль	роли	false	99.78%
положение	ситуация	ситуации	true	77.83%
положение	сужде­ние	сужде­ния	false	98.57%
положение	существование	существования	true	99.20%
положение	утверждение	утверждения	false	97.39%
положение	фактор	фактора	false	66.26%
положение	характеристики_облака	характеристик_облаков	false	93.67%
положение	элемент	элемента	false	99.63%
помощь	воздействие	воздействия	true	99.76%
помощь	выплата	выплаты	true	98.81%
помощь	дар	дара	true	84.40%
помощь	дарение	дарения	true	99.20%
помощь	действие	действия	true	99.98%
помощь	дело	дела	false	76.16%
помощь	задание	задания	true	52.62%
помощь	клиентурное	клиентурного	false	99.94%
помощь	ответственном_задании	ответственного_задания	true	95.40%
помощь	парламент	парламента	false	92.70%
помощь	помощь_при	помощи_при	false	99.20%
помощь	посодействовать	посодействовавшего	false	98.05%
помощь	поспособствовать	поспособствовавшего	false	98.41%
помощь	приветствие	приветствия	false	99.92%
помощь	работа	работы	true	97.58%
помощь	самореактивных	самореактивных	false	99.98%
помощь	собрание	собрания	false	99.98%
помощь	содействие	содействия	true	99.51%
помощь	содействовать	содействующего	true	97.58%
помощь	способствование	способствования	false	95.84%
помощь	сущем_пустяке	сущего_пустяка	false	99.98%
помощь	эф­фективное	эф­фективного	false	91.40%
пора	величина	величины	false	95.78%
пора	временной_отрезок	временного_отрезка	true	99.71%
пора	дать	давшего	false	99.96%
пора	дата	даты	true	98.92%
пора	деталь	детали	false	99.98%
пора	дефект	дефекта	false	99.98%
пора	день	дня	false	99.81%
пора	заботы	забот	false	99.73%
пора	интервал_времени	интервала_времени	true	97.31%
пора	косметических_проблем	косметических_проблем	false	88.44%
пора	мелочь	мелочи	false	99.99%
пора	момент	момента	true	99.66%
пора	нервный_стресс	нервного_стресса	false	99.99%
пора	отверстие	отверстия	true	56.68%
пора	отношение	отношения	false	95.45%
пора	отрезок_времени	отрезка_времени	true	99.99%
пора	период	периода	true	73.93%
пора	поведение	поведения	false	99.96%
пора	промежуток_времени	промежутка_времени	true	99.99%
пора	сверхъестественные_существа	сверхъестественных_существ	false	99.99%
пора	состояние	состояния	false	75.12%
пора	стороны	сторон	false	99.99%
пора	сторона	стороны	false	99.99%
пора	сутки	суток	false	69.43%
пора	ценные_минералы	ценных_минералов	false	99.99%
